Page Number,Product Page URL,Entry Number
2,https://www.newegg.com/p/1E8-0009-000P7?Item=1E8-0009-000P7,147
2,https://www.newegg.com/black-fantom-drives-g-force-4tb/p/N82E16822204128?Item=N82E16822204128,148
2,https://www.newegg.com/black-fantom-drives-g-force3-pro-4tb/p/N82E16822510044?Item=N82E16822510044,149
2,https://www.newegg.com/p/1E8-0009-000P9?Item=1E8-0009-000P9,150
2,https://www.newegg.com/p/1E8-0009-000P5?Item=1E8-0009-000P5,151
2,https://www.newegg.com/black-fantom-drives-professional-4tb/p/N82E16822204132?Item=N82E16822204132,152
2,https://www.newegg.com/black-fantom-drives-g-force3-pro-2tb/p/N82E16822510022?Item=N82E16822510022,153
2,https://www.newegg.com/black-fantom-drives-g-force3-2tb/p/N82E16822204104?Item=N82E16822204104,154
2,https://www.newegg.com/black-fantom-drives-gforce-3-1tb/p/N82E16822204106?Item=N82E16822204106,155
2,https://www.newegg.com/black-buffalo-drivestation-axis-velocity-1tb/p/N82E16822165440?Item=N82E16822165440,156
